"A1","A2","A3","A4","A5","C1","C2","C3","C4","C5","E1","E2","E3","E4","E5","N1","N2","N3","N4","N5","O1","O2","O3","O4","O5","gender","education","age","id"
3,4,5,6,,5,5,5,4,3,5,4,4,3,4,2,3,4,5,4,5,4,4,4,3,1,3,23,"66589"
2,3,3,5,4,5,5,3,3,4,4,4,4,5,3,3,4,5,4,4,4,3,4,5,2,2,3,22,"66591"
1,5,5,6,5,5,5,5,2,1,3,5,4,2,6,2,5,2,2,3,5,1,5,6,2,1,4,35,"66596"
2,6,6,6,6,5,6,6,1,2,1,2,5,6,5,1,2,2,2,4,5,3,5,6,3,2,3,20,"66598"
5,4,4,6,3,3,4,5,3,,4,3,3,2,3,2,4,4,5,3,5,3,4,4,3,1,3,42,"66601"
1,6,6,5,6,5,5,4,1,2,2,3,4,5,5,2,2,5,4,3,6,2,4,6,2,2,4,34,"66604"
4,4,6,3,6,5,5,2,4,6,2,3,6,6,4,3,4,5,2,3,6,5,6,6,1,2,1,24,"66605"
4,4,5,4,5,6,5,4,2,2,4,5,5,5,4,2,2,2,2,2,6,1,5,6,1,1,3,29,"66606"
2,6,5,6,5,4,6,5,3,3,2,3,4,5,4,2,3,4,2,3,5,3,4,5,3,2,3,21,"66607"
3,5,3,3,4,5,5,5,4,4,4,4,2,2,4,2,4,4,4,4,4,2,5,5,2,2,5,27,"66609"
5,4,4,5,2,4,5,3,5,6,2,6,2,5,4,5,6,4,5,4,4,2,5,5,2,2,2,22,"66610"
2,5,4,4,5,6,6,5,2,6,5,5,3,3,6,4,4,5,6,1,5,1,4,5,1,2,4,28,"66612"
2,4,5,6,4,5,5,2,3,3,2,,5,5,5,2,3,2,3,1,6,1,5,3,3,1,5,41,"66615"
4,5,6,6,5,6,6,4,2,4,2,4,5,5,5,2,4,2,4,4,6,1,5,6,1,2,5,48,"66617"
3,5,2,6,2,6,5,5,1,1,5,5,4,5,4,5,4,2,1,1,5,2,5,5,1,1,3,31,"66619"
1,5,5,5,5,5,5,4,3,6,5,6,4,5,4,5,6,4,5,6,5,2,5,5,2,1,4,52,"66620"
1,6,6,6,6,6,6,6,1,1,6,6,3,1,4,6,6,6,6,6,6,4,2,6,1,2,1,41,"66621"
3,4,5,5,4,4,2,2,5,5,1,1,4,6,5,4,5,4,2,4,4,1,3,3,2,2,4,22,"66622"
3,3,3,4,5,4,5,3,3,5,3,2,4,5,4,2,2,4,3,2,6,2,4,5,4,1,4,48,"66623"
2,5,5,6,5,4,3,5,3,2,1,2,4,6,6,2,2,3,2,1,5,5,4,5,2,2,4,30,"66630"
5,2,5,6,2,2,5,2,5,6,5,5,3,4,2,,5,6,5,5,6,1,5,6,5,1,5,39,"66635"
3,3,3,6,4,3,4,5,3,2,3,3,4,5,3,2,4,2,5,5,3,4,3,4,3,1,3,37,"66637"
4,2,1,2,2,5,4,3,2,2,3,6,3,4,5,2,2,2,2,1,6,1,5,6,2,2,,16,"66638"
3,6,6,4,3,5,6,5,4,3,6,5,4,6,5,6,6,4,5,5,4,5,4,5,5,2,2,17,"66642"
2,5,5,5,5,6,4,4,3,3,4,6,3,3,4,3,4,3,4,3,5,2,4,4,2,2,4,37,"66645"
1,6,6,6,6,6,5,5,2,5,2,2,4,6,5,1,2,1,2,2,6,2,5,5,1,2,5,61,"66646"
1,6,6,6,5,5,5,5,4,4,5,3,6,2,2,4,5,4,4,6,4,5,,5,6,2,1,14,"66647"
1,6,5,6,4,5,5,2,2,2,4,2,4,5,5,2,3,1,1,1,5,2,6,5,1,1,3,20,"66648"
4,4,4,3,3,5,4,4,1,4,1,2,3,4,5,4,4,5,3,2,6,3,4,5,1,1,4,32,"66649"
1,4,5,1,5,4,5,2,3,3,2,2,3,5,5,3,4,3,3,4,4,4,4,6,4,2,4,22,"66651"
3,4,5,1,5,5,4,5,2,6,5,4,1,5,3,4,5,1,2,6,4,2,3,4,4,1,3,20,"66653"
2,6,6,6,6,5,6,6,3,1,1,1,6,6,5,1,1,2,2,2,6,4,4,6,2,2,5,33,"66657"
4,4,5,2,3,4,4,5,3,3,2,2,6,6,5,3,3,3,4,1,6,3,6,6,4,2,3,23,"66660"
2,5,6,5,6,6,5,6,2,1,2,1,6,6,6,1,1,1,1,1,6,2,5,6,1,1,3,21,"66662"
3,5,4,6,5,4,5,4,4,4,2,5,2,5,3,3,3,4,4,2,4,2,4,5,4,1,3,43,"66663"
2,5,4,5,5,5,6,2,2,2,6,4,2,5,2,2,2,2,4,6,2,5,2,2,5,2,1,47,"66664"
2,5,5,1,5,4,3,4,2,3,3,4,4,4,4,2,3,2,,3,3,2,3,5,2,2,3,39,"66665"
2,5,5,6,5,5,6,5,2,1,4,4,4,5,6,2,2,2,2,2,5,1,4,6,2,2,3,26,"66666"
1,,4,6,4,4,6,4,1,1,4,4,5,6,4,4,4,4,4,2,5,4,5,2,4,1,3,23,"66668"
1,5,5,4,4,4,5,5,2,4,1,2,4,5,4,4,5,5,3,4,4,4,5,6,2,2,4,23,"66669"
2,5,5,4,5,4,,,2,2,2,2,5,5,6,2,2,1,5,2,4,2,4,5,3,2,5,21,"66671"
1,5,4,6,5,6,6,6,1,1,1,2,4,6,5,2,2,2,1,4,6,1,6,6,1,2,5,47,"66674"
1,5,,6,4,2,3,4,3,2,1,1,2,1,3,2,4,3,2,5,5,4,4,4,3,2,3,18,"66676"
4,4,5,6,3,5,3,4,4,4,3,3,5,5,5,5,4,5,3,1,6,1,4,5,1,1,2,20,"66679"
1,4,5,2,3,5,4,4,2,4,1,2,3,5,5,4,3,2,3,4,4,5,2,5,2,2,3,20,"66680"
3,5,6,6,6,4,6,4,2,2,2,1,4,6,6,3,5,2,5,6,6,6,5,5,2,2,3,44,"66681"
5,3,3,6,2,5,6,4,1,2,1,2,3,5,5,5,5,3,2,4,5,2,3,5,2,2,3,20,"66682"
1,5,5,4,5,4,3,4,3,3,2,2,5,5,5,4,4,4,4,4,6,1,4,4,5,2,3,29,"66683"
1,5,4,6,5,5,5,3,2,3,5,2,2,5,5,4,4,5,2,3,4,2,4,5,3,2,3,20,"66684"
1,6,6,5,5,5,5,4,2,2,3,3,5,4,6,2,4,4,3,3,4,2,5,4,2,2,5,54,"66685"
5,5,3,6,4,4,3,5,4,4,2,4,4,5,5,4,4,3,3,4,4,4,3,4,4,2,3,34,"66689"
2,4,1,1,5,3,2,4,3,4,1,4,5,6,3,4,4,2,2,4,6,5,4,6,2,1,3,28,"66690"
3,,6,4,6,6,6,,5,1,1,1,6,6,6,4,5,2,2,6,6,3,5,4,6,2,2,17,"66692"
4,6,6,6,6,5,4,5,2,3,2,1,6,5,5,1,1,2,2,2,4,2,3,4,1,2,1,20,"66694"
4,3,5,4,2,6,6,5,1,2,6,6,6,1,2,5,6,6,6,6,6,1,5,6,1,2,,17,"66700"
1,5,6,6,6,5,6,6,3,4,2,3,5,6,5,2,5,5,4,4,5,4,4,5,5,2,4,24,"66701"
1,5,4,6,5,5,4,6,4,4,1,1,6,6,6,2,2,3,1,2,6,4,6,5,2,1,3,20,"66703"
2,5,3,5,4,3,3,3,5,5,2,5,2,5,4,3,4,6,4,3,5,4,3,6,4,2,1,20,"66704"
4,6,2,5,5,6,5,6,2,3,2,2,5,5,6,3,4,4,3,3,6,2,5,5,2,2,3,19,"66708"
1,6,6,6,6,3,3,5,3,5,3,5,5,6,1,2,2,2,4,6,2,5,4,6,3,2,4,34,"66711"
2,4,5,3,4,5,5,5,4,3,2,5,5,2,5,4,5,5,5,5,6,1,5,6,1,2,5,44,"66712"
2,4,1,2,2,5,5,4,1,6,2,2,2,5,5,1,4,2,2,1,2,4,4,4,4,2,5,32,"66713"
4,5,4,2,4,5,6,5,2,6,5,4,4,4,5,2,4,4,6,5,4,6,4,5,6,2,5,38,"66716"
4,4,3,3,3,3,4,2,5,6,4,5,3,2,5,4,5,6,4,5,6,3,4,6,1,1,5,26,"66717"
2,5,3,6,5,2,4,5,3,4,,5,5,5,5,3,4,5,4,5,5,3,,4,2,2,5,37,"66718"
3,5,6,6,6,6,6,3,1,2,4,2,6,5,6,4,4,2,2,2,5,1,6,6,3,2,3,30,"66722"
,6,6,6,,2,6,4,3,6,1,6,5,5,3,1,3,3,5,6,4,5,3,6,3,2,2,39,"66723"
1,6,5,4,5,5,5,6,3,3,4,3,2,4,5,2,3,2,3,5,3,3,5,6,1,2,5,25,"66724"
1,6,6,4,5,6,6,6,1,1,1,1,6,6,6,5,5,5,4,2,6,1,6,6,1,2,3,19,"66727"
1,5,5,3,4,4,5,5,2,3,5,5,4,1,4,3,3,4,4,4,5,4,2,5,2,2,,16,"66728"
4,5,6,1,6,6,5,5,1,5,1,1,6,6,6,2,5,1,4,1,6,1,6,6,1,2,4,29,"66729"
1,5,5,6,6,2,,3,2,6,,2,5,5,5,1,4,2,1,4,4,6,5,4,1,2,3,20,"66730"
3,5,5,3,3,6,5,5,3,3,2,5,3,2,4,3,5,5,4,4,6,1,6,5,2,1,5,23,"66731"
1,4,4,4,5,4,4,4,2,4,2,2,4,6,1,2,2,4,2,4,2,6,,5,2,2,3,19,"66733"
2,5,5,1,5,5,3,4,2,4,2,4,3,5,5,1,3,2,4,1,4,2,3,5,2,2,4,39,"66734"
1,6,6,6,6,4,4,5,1,1,1,1,6,6,6,2,2,2,1,1,6,2,5,5,1,1,2,36,"66737"
2,6,5,6,6,4,4,5,4,5,1,6,5,1,5,2,2,3,6,2,6,1,6,4,1,2,4,46,"66739"
2,5,5,3,5,5,4,6,3,4,2,2,5,6,6,4,5,4,2,2,6,2,5,5,3,1,3,20,"66741"
2,5,5,3,6,5,5,3,2,2,4,5,2,5,3,1,1,1,4,3,6,1,6,3,2,1,3,21,"66743"
1,5,5,4,5,5,5,4,2,5,4,4,4,2,3,3,4,6,6,3,4,2,5,6,1,2,3,20,"66744"
1,6,5,6,5,5,6,5,1,4,2,4,4,6,5,5,4,1,1,5,6,6,5,6,1,2,3,18,"66745"
3,2,5,6,6,6,6,6,1,1,6,5,5,1,4,6,6,6,5,1,6,1,6,6,1,2,5,47,"66748"
2,5,3,1,4,6,6,5,1,1,2,4,5,5,6,3,4,5,4,2,6,1,5,5,1,2,3,19,"66749"
1,6,6,6,6,5,5,5,1,1,4,1,4,5,5,2,1,1,4,3,5,4,4,5,3,2,3,38,"66751"
2,5,5,5,5,4,5,4,3,3,4,3,4,5,4,2,2,4,2,3,4,2,5,5,4,2,3,28,"66755"
5,3,6,6,,,6,5,5,1,5,5,5,6,6,1,5,3,5,2,5,3,4,4,4,2,2,23,"66756"
1,5,4,2,3,4,4,4,4,4,2,5,3,3,5,4,5,5,5,4,5,2,5,6,2,2,3,20,"66757"
2,2,4,6,4,4,4,4,2,2,4,6,3,2,3,1,3,3,2,2,5,3,2,5,4,2,5,35,"66760"
2,5,5,6,5,1,5,5,,2,1,2,5,5,5,1,4,4,2,5,4,3,4,3,2,2,4,43,"66764"
2,5,6,5,6,3,2,2,5,5,2,2,6,5,5,1,2,6,3,4,6,6,4,5,6,1,3,20,"66766"
3,5,2,6,2,6,5,6,1,1,5,4,2,1,5,2,4,1,1,1,2,4,2,5,4,2,5,35,"66768"
5,6,5,6,6,5,5,4,4,2,,2,6,6,5,5,2,6,4,2,5,5,4,4,2,1,4,21,"66769"
4,5,5,3,6,6,5,5,4,4,4,2,2,5,5,2,2,5,4,4,6,1,4,5,3,1,,30,"66770"
2,4,4,5,4,2,2,2,5,5,5,5,2,5,3,5,5,6,6,2,4,5,3,4,4,2,3,30,"66771"
5,4,4,4,3,6,5,5,4,2,5,3,4,2,5,5,5,2,2,1,6,1,5,6,1,1,3,34,"66772"
1,6,6,5,6,5,5,5,1,2,4,3,2,5,6,1,1,1,4,1,5,2,5,5,2,2,2,47,"66775"
1,6,5,5,5,6,5,5,1,1,4,3,4,5,4,3,4,3,5,2,3,2,5,3,2,1,5,58,"66778"
1,6,5,6,6,5,5,5,1,3,2,1,6,6,6,1,1,1,1,1,6,1,6,6,2,1,3,29,"66779"
1,6,6,5,6,3,3,6,1,1,2,6,5,2,5,1,1,1,5,1,4,2,4,4,1,2,3,47,"66785"
5,6,5,6,5,5,6,6,2,6,2,1,5,5,6,5,6,6,6,6,6,2,4,6,2,2,3,20,"66788"
1,5,5,5,4,5,6,5,1,5,1,1,5,5,6,4,5,5,4,4,4,2,5,5,2,2,1,21,"66790"
3,4,5,6,5,2,6,5,2,1,5,4,3,5,4,1,2,1,2,1,5,5,4,4,2,1,1,20,"66792"
2,6,6,6,3,4,5,5,1,2,4,4,1,4,4,2,2,1,1,1,5,4,5,5,1,1,3,40,"66793"
1,5,4,6,5,5,5,2,2,5,3,2,4,5,4,4,5,5,3,1,5,1,5,6,2,2,,17,"66797"
1,6,6,6,6,5,5,5,1,2,1,1,6,6,6,4,5,4,1,2,6,1,6,6,2,1,3,23,"66800"
1,5,5,6,5,4,5,5,1,3,1,2,5,6,5,1,1,1,2,4,5,1,4,6,5,2,5,32,"66801"
1,6,6,6,6,6,5,4,1,1,2,6,6,5,4,1,2,4,4,6,5,1,4,5,2,2,1,18,"66804"
3,5,5,5,5,4,5,5,3,3,6,3,5,5,4,2,2,1,2,2,2,5,5,5,1,1,3,22,"66806"
1,6,5,6,6,2,4,4,4,3,1,1,6,6,5,1,6,2,2,3,4,5,5,6,1,2,3,25,"66807"
2,4,3,5,5,5,4,5,2,5,6,5,2,4,4,1,1,1,2,2,4,5,2,5,5,1,5,26,"66810"
1,5,6,5,6,5,5,5,2,6,3,6,6,6,5,2,2,3,2,1,6,2,3,6,5,2,3,29,"66812"
3,5,6,5,5,5,4,2,4,4,1,1,3,6,4,1,1,1,2,2,5,3,4,3,3,2,3,24,"66813"
1,6,6,5,6,5,6,4,2,4,2,1,6,5,6,2,4,2,2,3,5,5,6,6,3,2,3,46,"66814"
1,5,5,6,5,3,2,4,5,4,4,3,2,5,2,1,1,1,1,3,4,4,4,5,3,2,5,56,"66817"
5,6,6,5,5,4,3,5,3,6,3,3,3,2,6,1,2,1,2,1,5,1,5,4,1,2,2,39,"66819"
2,5,4,5,3,6,5,4,2,4,3,2,4,5,5,2,4,2,3,1,6,1,5,5,1,1,5,39,"66820"
3,4,4,6,3,4,6,5,3,4,4,4,3,3,4,3,5,4,3,3,4,5,3,4,3,2,1,42,"66824"
2,5,5,4,6,2,2,4,3,4,2,1,6,6,6,5,6,5,4,2,6,3,5,5,2,1,5,32,"66826"
1,5,5,6,5,3,2,3,4,4,1,1,5,6,4,3,4,5,,4,4,3,5,4,2,2,4,42,"66830"
5,5,5,5,4,5,4,5,3,2,2,5,4,5,3,2,3,5,2,3,5,4,4,5,3,2,3,19,"66831"
2,4,4,5,4,3,1,3,5,5,5,4,2,3,2,2,2,2,4,3,4,5,2,5,5,2,5,62,"66832"
1,5,4,6,4,1,6,6,1,3,6,6,2,2,2,4,4,5,3,4,2,5,1,4,5,2,4,36,"66833"
1,6,6,6,5,6,6,5,2,2,6,6,5,1,5,2,2,6,4,2,6,1,6,6,1,1,1,18,"66838"
2,5,5,4,5,4,2,2,2,3,1,2,5,5,6,4,5,6,3,4,5,2,5,6,2,2,5,31,"66839"
4,6,5,6,4,6,4,5,2,2,3,2,5,5,4,2,4,1,2,1,6,4,4,6,4,1,3,24,"66840"
3,6,5,5,5,5,4,3,1,1,6,3,6,5,5,4,4,3,2,1,5,2,6,2,2,2,1,20,"66842"
3,4,4,2,6,5,3,5,5,5,2,5,4,5,5,3,3,5,5,2,6,2,4,5,5,1,4,30,"66843"
1,4,6,2,6,5,5,5,1,3,1,1,6,6,6,4,3,3,2,4,6,6,5,6,2,2,5,23,"66845"
1,4,4,5,4,4,3,2,2,4,2,3,5,5,4,4,4,2,2,2,4,1,3,3,2,2,2,23,"66847"
1,6,6,5,6,6,6,6,1,2,2,1,6,6,5,3,4,4,2,5,6,4,5,5,1,2,3,18,"66848"
4,4,4,4,4,4,5,4,2,2,4,5,3,2,5,2,4,3,3,3,4,1,4,5,2,2,5,27,"66850"
1,6,5,5,5,5,4,5,2,2,2,2,4,5,5,2,2,4,3,2,4,3,4,5,3,2,4,24,"66853"
1,5,5,6,5,5,4,4,2,5,1,3,4,3,3,2,4,5,5,3,5,3,4,5,2,2,3,19,"66855"
1,6,5,6,6,4,5,4,2,4,1,4,3,6,6,5,4,5,5,6,6,3,5,6,1,2,3,39,"66856"
3,2,2,4,4,3,5,,2,5,3,6,,1,4,2,3,2,5,2,6,3,4,6,3,1,4,51,"66857"
1,5,5,2,5,5,3,5,2,6,2,4,4,4,5,4,4,4,6,5,6,5,5,6,2,2,,16,"66858"
2,5,5,4,5,5,4,4,3,4,4,3,5,4,4,1,1,1,2,2,4,4,4,5,5,1,,16,"66860"
1,5,5,4,5,4,5,4,3,6,6,6,4,2,4,3,4,4,4,4,5,4,4,6,4,2,3,19,"66863"
5,5,4,5,4,5,6,5,3,6,4,2,2,5,4,3,2,3,3,1,5,2,6,6,5,1,1,17,"66864"
1,4,5,4,5,3,5,4,,2,4,2,5,4,4,3,3,3,2,4,5,3,6,5,2,2,5,28,"66867"
3,2,2,1,5,2,1,1,4,3,5,5,5,2,4,2,4,4,5,3,4,1,5,6,1,2,4,36,"66868"
2,4,5,5,5,5,5,2,2,2,2,3,4,3,3,2,2,1,3,4,6,2,5,5,2,2,4,31,"66869"
2,5,5,6,5,5,6,4,2,3,2,4,5,5,4,6,6,5,6,5,5,2,5,2,4,1,3,36,"66872"
1,4,2,4,6,5,4,6,1,1,3,4,6,6,6,6,6,4,4,1,6,1,6,6,1,1,5,31,"66873"
1,6,6,1,6,,4,5,2,2,1,1,6,6,5,1,2,3,6,2,5,1,6,6,3,2,4,19,"66879"
1,6,6,6,6,6,6,5,1,1,1,1,6,6,,1,1,1,1,1,5,3,6,3,2,1,4,35,"66886"
4,1,2,4,2,5,5,4,1,2,5,5,4,1,3,6,6,6,5,6,5,1,6,6,6,1,3,19,"66887"
1,6,6,5,6,1,1,3,5,6,4,1,5,6,5,2,2,2,2,1,5,1,6,6,1,2,1,17,"66890"
2,5,5,6,4,6,6,6,1,2,4,4,5,4,6,4,4,4,5,4,4,2,4,6,2,2,3,19,"66892"
3,3,1,4,3,5,4,2,3,2,3,2,3,3,5,2,,1,1,1,6,1,6,6,2,2,,15,"66896"
4,4,3,1,3,5,5,6,1,2,2,4,4,4,4,4,5,6,4,5,5,3,4,5,2,2,1,18,"66897"
2,5,6,4,4,4,4,4,3,5,5,5,3,3,3,5,5,5,6,5,2,5,3,6,4,2,1,14,"66898"
5,2,1,1,4,4,2,3,5,6,5,4,4,5,3,6,5,5,6,1,5,6,2,6,4,2,,14,"66899"
3,4,2,2,3,3,6,6,1,4,3,3,,5,6,5,5,5,4,5,6,4,4,4,4,2,5,28,"66902"
3,4,3,4,5,3,4,2,4,5,3,5,1,3,2,4,4,3,4,5,4,6,3,5,4,2,3,20,"66903"
4,4,4,5,4,4,4,5,4,2,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,2,3,20,"66905"
4,6,4,2,5,5,4,5,2,5,,4,4,4,5,1,3,1,2,1,4,2,4,4,2,1,2,21,"66911"
3,2,2,2,2,5,5,4,3,2,6,4,3,1,1,1,2,2,4,3,2,4,4,4,4,1,4,30,"66916"
4,1,3,3,5,4,2,4,4,4,4,5,4,4,1,1,2,4,5,,4,1,6,4,2,1,4,27,"66917"
1,6,5,5,5,5,2,1,1,6,2,4,5,4,3,1,2,4,5,2,6,1,5,6,1,2,5,37,"66918"
2,4,4,2,2,5,5,6,2,4,4,4,2,5,1,6,6,6,6,5,6,1,5,6,1,1,4,31,"66919"
2,5,5,5,4,5,5,6,1,5,2,4,3,5,2,4,5,2,4,4,2,2,3,5,2,2,4,32,"66920"
2,5,5,5,6,4,3,3,4,4,3,2,6,6,5,2,2,2,2,2,6,2,5,6,2,1,1,19,"66921"
4,4,3,6,5,4,5,4,1,3,2,3,4,4,5,4,4,4,4,3,4,3,2,4,4,1,3,42,"66924"
1,6,5,1,5,6,5,5,2,1,3,3,5,5,5,1,2,3,2,2,,1,6,6,1,1,3,20,"66925"
1,5,6,6,6,5,5,5,1,5,2,4,6,5,4,4,5,4,3,5,6,4,5,6,3,2,4,24,"66926"
1,6,6,6,6,5,5,5,2,4,5,4,5,2,4,2,2,1,1,1,4,2,4,6,2,2,5,27,"66927"
1,5,4,6,4,6,5,5,3,4,5,5,2,4,3,1,1,4,4,2,5,2,5,6,2,1,3,21,"66929"
2,6,5,6,4,4,5,5,2,2,3,4,4,5,5,2,2,2,2,,5,1,5,4,3,2,3,36,"66930"
4,2,1,1,2,6,5,6,2,4,6,6,1,1,3,2,4,2,1,3,1,2,1,4,2,1,2,48,"66932"
2,5,4,6,2,5,2,4,2,3,3,5,4,4,4,2,4,2,2,1,6,2,6,6,1,1,3,21,"66934"
1,5,5,1,2,5,4,3,2,5,2,5,4,2,4,6,6,2,2,2,6,1,4,6,2,2,2,31,"66935"
1,6,6,3,6,6,5,6,2,2,4,2,6,6,6,1,3,1,4,4,6,2,6,6,1,2,4,22,"66937"
4,4,4,5,5,5,5,3,4,3,3,2,4,6,4,5,3,3,3,4,4,4,4,3,4,2,3,23,"66944"
2,4,3,6,5,5,6,5,1,2,2,2,2,6,1,3,4,4,4,5,3,5,4,4,5,2,5,23,"66945"
1,5,3,6,3,2,1,4,5,4,5,2,2,3,6,5,4,4,,3,4,2,3,4,2,1,4,30,"66946"
1,6,5,5,4,5,5,5,2,4,2,3,5,2,6,3,3,3,3,2,6,1,6,6,1,2,5,35,"66947"
1,6,4,4,2,5,6,3,3,5,1,1,6,5,6,4,5,2,3,1,6,1,6,6,1,2,3,21,"66949"
1,4,4,4,5,2,1,3,6,5,2,2,5,5,5,5,4,6,4,4,5,3,5,6,5,2,3,22,"66953"
2,5,5,5,5,3,4,5,4,4,4,6,3,3,4,2,3,3,4,3,4,3,4,5,2,1,5,28,"66960"
2,5,5,5,4,5,5,5,3,5,2,4,4,4,5,4,4,2,3,5,4,5,3,5,5,2,3,20,"66962"
4,4,2,4,6,5,4,4,3,4,2,4,5,3,5,1,1,1,2,2,5,1,5,4,2,2,4,51,"66965"
3,3,4,2,4,5,4,5,5,6,1,3,4,3,5,5,5,5,4,5,4,3,6,5,3,2,2,19,"66968"
4,2,6,6,2,6,6,1,3,1,2,1,5,6,1,4,3,4,1,2,5,2,4,5,3,2,4,24,"66970"
1,6,6,5,5,5,6,5,1,1,1,2,5,3,6,2,2,2,2,4,6,1,6,5,1,2,5,45,"66982"
3,5,4,5,5,6,5,6,5,1,5,,5,4,3,1,1,1,1,1,4,2,4,3,5,2,1,21,"66983"
2,4,5,5,4,5,5,5,2,2,4,4,4,5,5,1,2,1,3,1,5,4,5,5,2,1,3,26,"66985"
5,4,3,4,5,3,3,2,3,5,3,3,4,4,5,3,2,3,5,3,4,2,3,4,2,1,2,22,"66986"
1,5,4,5,2,2,5,2,1,4,4,6,4,3,1,3,1,4,6,6,2,4,2,5,2,2,4,50,"66987"
1,5,5,5,6,6,4,5,2,5,1,2,4,5,4,3,4,2,4,2,5,2,6,6,2,2,5,36,"66988"
4,4,4,4,4,6,5,2,4,6,6,6,1,1,2,5,5,6,6,5,5,1,5,6,1,1,4,50,"66994"
1,6,5,4,5,4,6,5,4,5,4,5,5,4,4,5,5,4,4,5,6,1,5,6,2,1,2,22,"66995"
2,1,1,1,2,4,1,6,2,4,5,6,1,1,2,3,2,1,5,2,2,5,5,4,2,2,4,23,"66997"
1,5,5,5,4,1,1,1,1,4,2,4,3,5,4,2,4,4,1,1,5,2,4,3,1,2,1,15,"67000"
1,5,4,2,2,3,1,5,4,6,6,6,1,1,2,5,5,6,5,6,3,2,4,6,4,2,,15,"67003"
3,2,2,2,3,5,6,2,2,4,6,6,2,2,2,2,2,2,6,3,4,1,4,6,1,1,3,21,"67007"
5,5,5,6,5,5,6,5,4,3,4,4,5,5,4,4,4,5,5,4,5,4,5,5,3,2,3,23,"67008"
1,6,5,5,6,4,2,4,4,4,2,2,5,6,3,1,1,1,1,1,5,5,4,5,4,2,5,35,"67013"
2,6,5,4,5,5,4,5,5,2,4,1,2,4,5,2,2,2,1,1,4,3,5,6,4,2,5,33,"67014"
1,5,5,2,6,6,5,4,2,6,5,5,1,5,4,1,4,5,6,6,5,2,4,6,2,2,,27,"67017"
1,6,6,4,6,6,6,5,1,3,1,1,6,6,6,1,1,1,1,1,6,1,6,6,1,1,2,29,"67018"
4,5,4,6,5,6,6,4,1,2,3,2,5,4,4,1,2,4,3,4,5,1,4,5,2,1,3,21,"67019"
1,4,5,5,4,3,5,2,4,2,5,4,4,2,2,3,4,5,4,5,5,4,5,4,3,1,3,31,"67022"
2,4,5,2,5,5,5,4,1,3,1,2,5,5,6,3,5,2,1,1,5,1,5,4,2,1,3,21,"67023"
5,2,3,3,2,6,4,6,2,3,4,5,4,3,5,5,1,2,2,1,5,1,6,6,1,1,5,26,"67024"
1,6,6,6,6,6,6,5,1,2,1,3,5,6,6,3,3,5,2,5,5,3,4,5,4,2,3,20,"67025"
3,5,3,5,5,2,3,5,3,5,2,1,5,2,5,5,6,4,2,2,6,3,5,3,5,2,5,56,"67026"
2,5,5,4,5,5,3,5,2,4,2,5,5,6,4,4,3,4,4,4,5,4,5,5,2,1,5,3,"67027"
5,4,2,6,4,5,6,4,2,5,1,6,4,5,4,5,5,4,4,4,6,4,4,5,5,1,2,65,"67029"
2,4,3,4,4,5,5,5,2,3,4,5,6,5,5,3,3,4,4,4,5,2,5,5,1,2,3,34,"67031"
1,6,5,3,5,5,5,6,3,2,4,5,3,4,4,3,3,4,4,4,4,1,4,5,3,2,4,29,"67033"
4,4,5,4,5,4,4,4,3,2,2,2,4,4,4,5,5,6,4,5,4,4,4,4,4,2,4,21,"67034"
3,5,4,,6,4,5,5,1,2,2,1,5,6,5,3,4,3,5,4,5,4,5,3,4,2,2,32,"67036"
2,6,5,4,4,4,4,4,4,6,1,4,4,6,5,4,,5,4,1,3,5,2,2,2,1,2,26,"67039"
2,2,1,2,3,3,3,2,3,4,4,6,3,2,2,1,4,3,6,1,6,1,2,6,1,1,4,27,"67040"
1,5,5,6,6,6,5,6,1,1,4,1,6,6,5,3,4,1,1,1,6,4,6,5,1,2,4,45,"67041"
2,4,4,3,4,4,4,4,3,2,5,5,3,3,3,2,2,3,4,3,6,2,4,5,2,1,,17,"67042"
3,5,5,6,5,5,5,5,2,2,1,4,4,5,5,3,4,5,2,5,5,3,5,5,2,2,3,20,"67043"
1,5,4,5,6,6,6,4,1,2,1,2,4,5,4,1,2,1,2,6,4,1,5,6,2,2,2,20,"67045"
4,4,5,6,5,6,5,6,1,4,6,6,1,2,1,1,2,1,5,4,5,1,4,6,4,1,4,43,"67046"
2,5,6,4,5,5,6,5,1,1,4,2,2,5,6,2,4,2,2,2,5,2,3,5,1,2,5,26,"67049"
1,5,5,5,5,6,5,6,1,2,2,4,2,5,5,1,2,1,1,1,5,1,4,4,5,1,4,55,"67055"
1,6,6,6,6,6,5,6,2,5,5,1,6,6,6,2,5,4,2,2,6,1,5,6,1,2,5,38,"67056"
2,3,4,5,4,6,5,5,1,2,2,5,2,5,4,5,5,6,,4,5,1,6,6,1,2,4,32,"67057"
2,6,4,4,4,4,6,3,1,3,6,5,4,4,3,2,4,6,4,6,3,5,2,6,1,2,1,19,"67059"
2,5,6,5,5,,6,5,4,4,2,2,6,5,5,2,2,2,5,4,5,5,5,2,4,1,3,22,"67064"
1,6,5,2,5,5,2,4,2,2,4,2,3,5,5,1,4,2,1,1,5,3,5,3,4,2,3,21,"67065"
1,6,6,5,6,5,5,2,2,6,1,1,5,6,5,4,5,4,5,1,5,3,6,6,1,2,5,40,"67066"
